path,label,label_id
/content/khana/khana/palak paneer/djdjdoviytqaqxdviu1m,palak paneer,52
/content/khana/khana/masala dosa/sx2jw6hlqty1neekbgfo,masala dosa,41
/content/khana/khana/steamed momo/ojrbeitbfo6ugeuohpdx,steamed momo,75
/content/khana/khana/poha/x3larvdoxj8mus5kkkc9,poha,62
/content/khana/khana/idli/yvifv1rsvzrh9ytq0dwg,idli,34
/content/khana/khana/garlic naan/ndlnzwbb5ru7pmnaopfr,garlic naan,27
/content/khana/khana/garlic bread/0da9b6c896e5351616aa84a9ccdf2515,garlic bread,26
/content/khana/khana/chapati/mggn4iqzlpk6n8ir2mlv,chapati,14
/content/khana/khana/seekh kebab/wbwnrmtcmo9q9mffintn,seekh kebab,71
/content/khana/khana/masala dosa/rynu0ymno0orpaakbuhg,masala dosa,41
/content/khana/khana/chicken wings/b32wpyuihehlgca4yws7,chicken wings,16
/content/khana/khana/chicken wings/myrlp2svz1zs5igoztuo,chicken wings,16
/content/khana/khana/rava dosa/cwkanohqvrfqeqnpls2z,rava dosa,67
/content/khana/khana/aloo paratha/kkflsfa8kdah5ytyxk6i,aloo paratha,3
/content/khana/khana/gulab jamun/39202b70a80db3d08b7f86de67fa5181,gulab jamun,31
/content/khana/khana/paneer masala/ormlhcaniqho732xd7n1,paneer masala,53
/content/khana/khana/seekh kebab/vxpk7aanxhosstzrasqc,seekh kebab,71
/content/khana/khana/paneer pizza/ebjohjscxprmmjb5l1ye,paneer pizza,54
/content/khana/khana/margherita pizza/zbmd5rhprwulkm3gzycp,margherita pizza,40
/content/khana/khana/idli/lwrtb18y8qwny5wwwnno,idli,34
/content/khana/khana/grilled sandwich/pzoqzoalqiyspheekpti,grilled sandwich,29
/content/khana/khana/kulfi/xrr7f5m9a88ztxbz40zz,kulfi,39
/content/khana/khana/biryani/qyvcav5zgu7odaxpdrce,biryani,10
/content/khana/khana/thukpa/mr3rux63bkwmedrc3ex7,thukpa,77
/content/khana/khana/paneer masala/goxqvbtyzheikda7reyt,paneer masala,53
/content/khana/khana/solkadhi/paq5stuqa7sxs29nfcwo,solkadhi,74
/content/khana/khana/samosa/krsldnrqnk04cesscpm5,samosa,70
/content/khana/khana/paneer masala/dk9j6li7nqbvycm7rvxc,paneer masala,53
/content/khana/khana/biryani/mskjqxr0u2e8yz2esepx,biryani,10
/content/khana/khana/phirni/up97uaqjxy6dqdodunzy,phirni,61
/content/khana/khana/samosa/dqmmbtvixoj6w4ebbsv0,samosa,70
/content/khana/khana/kulfi/oosttffyhovairkuxkqo,kulfi,39
/content/khana/khana/pav bhaji/47394cd71a792726bb9f31bf0251131e,pav bhaji,59
/content/khana/khana/uttapam/xvdbgayvhufhdengepfz,uttapam,78
/content/khana/khana/pav bhaji/hi4vopgcqyey1f2e0z8f,pav bhaji,59
/content/khana/khana/chapati/bz4wjjtssms7mvqwlo50,chapati,14
/content/khana/khana/garlic naan/6b12fe136758b9a1fe994180e7fefa15,garlic naan,27
/content/khana/khana/garlic naan/iao2fsii2xvjo54catxr,garlic naan,27
/content/khana/khana/ghevar/110e95f88081578a57c03de2d9556c43,ghevar,28
/content/khana/khana/chicken wings/astvxujtiqueqc0g851k,chicken wings,16
/content/khana/khana/seekh kebab/hbjbwbdzbwjjvohbwoy1,seekh kebab,71
/content/khana/khana/paneer masala/9e43abd6d30068013ac4d438b3e78548,paneer masala,53
/content/khana/khana/masala papad/s7tmxlsxmj78cmpb3sca,masala papad,42
/content/khana/khana/masala dosa/jgeabavkvfylnaydgy6e,masala dosa,41
/content/khana/khana/seekh kebab/f9e04b30d8a125e629675b689c53786f,seekh kebab,71
/content/khana/khana/margherita pizza/762c13abb6aea3b5ce95e8de04ab618a,margherita pizza,40
/content/khana/khana/grilled sandwich/l2zk98jiyydupxid7oqp,grilled sandwich,29
/content/khana/khana/gulab jamun/2822f6f1942117edc27a1e81f62e0cfd,gulab jamun,31
/content/khana/khana/grilled sandwich/dlguaxcling14hnsx0pi,grilled sandwich,29
/content/khana/khana/falooda/ybhjqr7mjzyoglijol1b,falooda,23
/content/khana/khana/kheer/a3jqdopdre3nlje8xslg,kheer,38
/content/khana/khana/kulfi/w3kis0s1wket8bz9hnid,kulfi,39
/content/khana/khana/masala dosa/mdgobrlyxncfo44qbnwk,masala dosa,41
/content/khana/khana/mysore pak/f147606ce9861d30556e5d7739847053,mysore pak,48
/content/khana/khana/garlic naan/ohfqluxhytjn0wdlpgti,garlic naan,27
/content/khana/khana/masala dosa/h428edr81ehr7q3y1jet,masala dosa,41
/content/khana/khana/garlic naan/vclof7pkbt6x4hgjlend,garlic naan,27
/content/khana/khana/paneer masala/ydj03fczwk89lcjivpqv,paneer masala,53
/content/khana/khana/paneer masala/dmu89g0qqftct0vwgrip,paneer masala,53
/content/khana/khana/garlic naan/xe2ggfog4xw0fv0hvklg,garlic naan,27
/content/khana/khana/chole bhature/ocymiuegbr4n6wnzyeef,chole bhature,19
/content/khana/khana/masala dosa/fb42480817fa412765af5fae40dfcf0f,masala dosa,41
/content/khana/khana/aloo paratha/onomdeelw4iz1x43cyst,aloo paratha,3
/content/khana/khana/kheer/uacfvmji3nttok6x06rb,kheer,38
/content/khana/khana/garlic bread/vvdbrgr4re463p4lkwyf,garlic bread,26
/content/khana/khana/falooda/51455384464fc9dee863980ec9ef6987,falooda,23
/content/khana/khana/chole bhature/e663049aa14928afeecc2351aa841763,chole bhature,19
/content/khana/khana/thali/g2rzzq55mdbu66xwiyou,thali,76
/content/khana/khana/idli/nbztro2s0gromczqxd6a,idli,34
/content/khana/khana/paneer masala/kpcmx6nictoaxfkj6ryq,paneer masala,53
/content/khana/khana/pav bhaji/jpory6nqqsubuopr4vqm,pav bhaji,59
/content/khana/khana/palak paneer/oemefsym1xdx0gsuajxx,palak paneer,52
/content/khana/khana/garlic bread/8b3062929d54e7490e8fec065f700f5e,garlic bread,26
/content/khana/khana/grilled sandwich/rm5wce2nppzjnzxtsydd,grilled sandwich,29
/content/khana/khana/paneer masala/sjqtw5pufdyy3bd98ivf,paneer masala,53
/content/khana/khana/aloo paratha/qc2zk7ppkrmx7l4eqi1j,aloo paratha,3
/content/khana/khana/anda curry/x3cty1lwfyb6sug7wtus,anda curry,5
/content/khana/khana/fish curry/xidyxqghzlblxxjymgun,fish curry,24
/content/khana/khana/masala dosa/bhoa6ltw9op0h8p2b1fl,masala dosa,41
/content/khana/khana/dhokla/ysiojzfju8ewdp2winmb,dhokla,22
/content/khana/khana/biryani/oz6qcdh94ydr78uw4hzd,biryani,10
/content/khana/khana/anda curry/qfekviamhqlq3d60zua0,anda curry,5
/content/khana/khana/aloo paratha/fc6a76bfe6a236529af95a541c16fd72,aloo paratha,3
/content/khana/khana/chana masala/jnjehpfmo6eehbuowcjx,chana masala,13
/content/khana/khana/grilled sandwich/pl4qrorkfbylja3pkcta,grilled sandwich,29
/content/khana/khana/misal pav/gtfhdhulaak75g9z99jj,misal pav,44
/content/khana/khana/paneer masala/uuvglsmpfadhvierjkxn,paneer masala,53
/content/khana/khana/jalebi/2881862487ee8b5c413fc2972e984704,jalebi,35
/content/khana/khana/grilled sandwich/whz3hm0jtyw72mngqypw,grilled sandwich,29
/content/khana/khana/vada pav/ynnmtm142oufsoketz4j,vada pav,79
/content/khana/khana/chicken pizza/kowbf4riez3y6zoqaedr,chicken pizza,15
/content/khana/khana/kulfi/jppvze7kbawxaowxeqos,kulfi,39
/content/khana/khana/aloo paratha/h5bfvddrrqkuxn6tdte7,aloo paratha,3
/content/khana/khana/garlic naan/mvyeaav3ayydpenxhv5e,garlic naan,27
/content/khana/khana/chana masala/500370515800fd2ecda0c579cb97a931,chana masala,13
/content/khana/khana/samosa/kftw2nbypukcisowovet,samosa,70
/content/khana/khana/grilled sandwich/n6j9r5fqqg7bnkltdkpp,grilled sandwich,29
/content/khana/khana/chapati/iykzprmcxps3v7tisfjx,chapati,14
/content/khana/khana/dhokla/qnh3khi377vlzq5fso0d,dhokla,22
/content/khana/khana/aloo paratha/uhjowgl849hcegmtd9kl,aloo paratha,3
/content/khana/khana/ghevar/r0auaii6legcmgwrcggh,ghevar,28
/content/khana/khana/vada pav/ke95lte1zjzmuu1yurrq,vada pav,79
/content/khana/khana/aloo mutter/n3mq55xg8koxviegkkqm,aloo mutter,2
/content/khana/khana/anda curry/2ed7c00ddffd9edd73187f96331ace08,anda curry,5
/content/khana/khana/chapati/h4erycubc9kl5ytvxoxu,chapati,14
/content/khana/khana/paneer masala/khddbxjeofz3qsem77op,paneer masala,53
/content/khana/khana/anda curry/ndakhi48oigc9o7hmbuk,anda curry,5
/content/khana/khana/chana masala/8e270660d71ef540cce24e9bf4b41cd6,chana masala,13
/content/khana/khana/garlic naan/qwxbgfwmsm7v3fwmjipl,garlic naan,27
/content/khana/khana/paneer masala/fmr5qxqqo96avuttse7s,paneer masala,53
/content/khana/khana/seekh kebab/yq2oaczajqbmv5vvgyj8,seekh kebab,71
/content/khana/khana/paneer masala/hdyzkcuckdinccxzy1cn,paneer masala,53
/content/khana/khana/gulab jamun/gauqebgnnrnlpuocvjwq,gulab jamun,31
/content/khana/khana/anda curry/tw9gti5ben1lv5azyeap,anda curry,5
/content/khana/khana/jalebi/ktoxqkogngirwy5bblue,jalebi,35
/content/khana/khana/masala dosa/cqsn33qvqvv2f9ldvifj,masala dosa,41
/content/khana/khana/garlic naan/xapxct3pq8m5itnwz5qu,garlic naan,27
/content/khana/khana/masala dosa/v3bncekyizojeqpx5sew,masala dosa,41
/content/khana/khana/set dosa/pldhwtaghqmznthmikte,set dosa,72
/content/khana/khana/chicken pizza/gvyruoj8sturrddybqf4,chicken pizza,15
/content/khana/khana/paneer masala/jvqgrbw2dggwwvv5fukw,paneer masala,53
/content/khana/khana/palak paneer/wmnp1phrof82didqjg4i,palak paneer,52
/content/khana/khana/murukku/xilypynjxt6f4xg2l9q8,murukku,47
/content/khana/khana/seekh kebab/nccctkks1tkadmhixk63,seekh kebab,71
/content/khana/khana/misal pav/qgfvofjjhpscz4shfmfr,misal pav,44
/content/khana/khana/garlic bread/gpyx7eqxnd05hyibdn9t,garlic bread,26
/content/khana/khana/paneer masala/b36c4c61cc390dc37b999e41b8752d64,paneer masala,53
/content/khana/khana/garlic bread/joalouv0ttkyuz8foadp,garlic bread,26
/content/khana/khana/grilled sandwich/wifuckgjmjuf1h87ic4b,grilled sandwich,29
/content/khana/khana/chicken wings/rvqxmkqxj5yvvar7ghjr,chicken wings,16
/content/khana/khana/samosa/xofbamme63f5lu3ikiwc,samosa,70
/content/khana/khana/uttapam/mnty7fvopvesdxvrvnne,uttapam,78
/content/khana/khana/paneer masala/xcqj9srtjtevldsprkag,paneer masala,53
/content/khana/khana/chana masala/wcjuz0u1ysretwtcozjt,chana masala,13
/content/khana/khana/chicken wings/oruz9ntzri6xfkfzkqma,chicken wings,16
/content/khana/khana/aloo paratha/njhfgijqiino3gg1sqjq,aloo paratha,3
/content/khana/khana/chana masala/ficx0orw8kkuvwfljvls,chana masala,13
/content/khana/khana/chicken pizza/vffffdtlptxc2psfuhrq,chicken pizza,15
/content/khana/khana/anda curry/jymrh4bzsqeaqyaoytmf,anda curry,5
/content/khana/khana/idli/lflg6xmwuz1r3mtyj4sy,idli,34
/content/khana/khana/seekh kebab/cbzqzjcxi3r4q3hpjyk4,seekh kebab,71
/content/khana/khana/anda curry/ty2tzgawbyiuyzfqpj6s,anda curry,5
/content/khana/khana/idli/jqlh1u1m1svzdtvvetuk,idli,34
/content/khana/khana/chicken pizza/sk6itx424yaszdmqbsw7,chicken pizza,15
/content/khana/khana/aloo paratha/wpwwbtkf2coulctsetjg,aloo paratha,3
/content/khana/khana/pav bhaji/k5k6jefeuqiunbt72wkb,pav bhaji,59
/content/khana/khana/idli/a6ulup54mtn13adg7auq,idli,34
/content/khana/khana/garlic naan/uheu7iqqa7ctpysgmamr,garlic naan,27
/content/khana/khana/paneer masala/paygqwd8pmehzsjgyyir,paneer masala,53
/content/khana/khana/gulab jamun/rnsal8pbrdwsidmpuv0w,gulab jamun,31
/content/khana/khana/pongal/qc3fpohtbffuwpggjhhg,pongal,63
/content/khana/khana/steamed momo/812a6dacf1a9595c094be4066f39466b,steamed momo,75
/content/khana/khana/seekh kebab/dqzf6vilqcfhqsnrdjtu,seekh kebab,71
/content/khana/khana/biryani/cvimorxvh7epgfnfo2ih,biryani,10
/content/khana/khana/anda curry/yyvkbjyhvccpxvnproou,anda curry,5
/content/khana/khana/chole bhature/cpcnewutjaaoasjxrzbp,chole bhature,19
/content/khana/khana/gulab jamun/swtcx94lwlxugwitdtut,gulab jamun,31
/content/khana/khana/paneer masala/56b1401f277a7ce436bc895c167ed532,paneer masala,53
/content/khana/khana/falooda/51a446ad43bbf4e75f60b23848b8da3c,falooda,23
/content/khana/khana/khakhra/fa7e17c88ae486758f0bf8e4f7cc415f,khakhra,37
/content/khana/khana/dhokla/h1d9kio4muiaabo57a9v,dhokla,22
/content/khana/khana/idiyappam/rhh8f8tebgdb1ro7fb0j,idiyappam,33
/content/khana/khana/paneer masala/bfg14eqzcc79e9x15fbv,paneer masala,53
/content/khana/khana/jalebi/jcz4tap02gzeccdk5ine,jalebi,35
/content/khana/khana/pav bhaji/cbbpfqfavwhamglzcrwv,pav bhaji,59
/content/khana/khana/dabeli/f6mwaiqvddc3j2vjfsss,dabeli,20
/content/khana/khana/aloo paratha/veszkuaoqcolb01innbe,aloo paratha,3
/content/khana/khana/rava dosa/b207a8a382c0ab237b4bc8d1d84d374d,rava dosa,67
/content/khana/khana/pav bhaji/iguxsjwfx497eh0gxnrc,pav bhaji,59
/content/khana/khana/dal khichdi/kkowxswlxvp0rqyncbpg,dal khichdi,21
/content/khana/khana/garlic bread/qubpqvwpiplmgwfg9yi9,garlic bread,26
/content/khana/khana/modak/iedqaat0weuitgcjmlqr,modak,45
/content/khana/khana/seekh kebab/mfd0ly2pylnex8s0vu03,seekh kebab,71
/content/khana/khana/margherita pizza/obk4prkxbnfo37zan4e3,margherita pizza,40
/content/khana/khana/chicken pizza/fstx2nbk3pdj3cnzakhj,chicken pizza,15
/content/khana/khana/paneer pizza/1592167a31f20285fa0e301a3562f9d9,paneer pizza,54
/content/khana/khana/poha/t7exv7gidlx7xanpzgdu,poha,62
/content/khana/khana/vada pav/bvqoo9und1rwxpvwgwsf,vada pav,79
/content/khana/khana/steamed momo/n1nk0cydlmloxkthqc1m,steamed momo,75
/content/khana/khana/jalebi/sqsxlabglcvnyuxfh8vs,jalebi,35
/content/khana/khana/anda curry/ebez8tkvrvzikqnmrlrf,anda curry,5
/content/khana/khana/biryani/hz74dffucscfgcm0jrhw,biryani,10
/content/khana/khana/chicken wings/g1myofogy6vffymevaoi,chicken wings,16
/content/khana/khana/dal khichdi/8b385edd5286f3da8a5b3891dc9b7df8,dal khichdi,21
/content/khana/khana/idli/pepupsgsvdf9f0aovluj,idli,34
/content/khana/khana/gulab jamun/ll0qvglo1vagt2rmwrzz,gulab jamun,31
/content/khana/khana/pav bhaji/ubvplh98udds4dafdxbh,pav bhaji,59
/content/khana/khana/idli/b144taa6lnqt5mszrkri,idli,34
/content/khana/khana/biryani/rjfovy49wazu9qhbj8d6,biryani,10
/content/khana/khana/anda curry/fb6xpqx6aa07zxjnwpl9,anda curry,5
/content/khana/khana/garlic bread/uglusnp0j9arpo4njlvc,garlic bread,26
/content/khana/khana/chana masala/o4ces3cfcttongvbbdqi,chana masala,13
/content/khana/khana/sabudana vada/pgj3z4lvgsbt4ezfh6kx,sabudana vada,69
/content/khana/khana/garlic naan/cw7kz3j6rinx5w69somm,garlic naan,27
/content/khana/khana/garlic naan/deowiqxw6pr0oix6jxm2,garlic naan,27
/content/khana/khana/garlic bread/kdzefx5hkogn0lxylbfh,garlic bread,26
/content/khana/khana/kulfi/kdt3h0gkzamahdvvlpfi,kulfi,39
/content/khana/khana/biryani/pom901mih2puykmp3r3q,biryani,10
/content/khana/khana/margherita pizza/fbxjrtladzasrkf8bkcl,margherita pizza,40
/content/khana/khana/masala dosa/qtraglylcwz1n01ewiim,masala dosa,41
/content/khana/khana/paneer masala/rhgxo6malh4cqig9ufz2,paneer masala,53
/content/khana/khana/paneer masala/kjupczvflxtipl6ip3rf,paneer masala,53
/content/khana/khana/aloo mutter/a06b692eb615d13431f073f6afd08b90,aloo mutter,2
/content/khana/khana/uttapam/a96ce8bcd3cbbbc147d31b6756b6be38,uttapam,78
/content/khana/khana/garlic bread/a7gn0ekgsyhizuuu789o,garlic bread,26
/content/khana/khana/idli/jk7y1rzicakavtv14r0e,idli,34
/content/khana/khana/sabudana vada/dpojusk5i8zdnokdkmmv,sabudana vada,69
/content/khana/khana/grilled sandwich/uq0espf0jkdhjrl6fjle,grilled sandwich,29
/content/khana/khana/garlic bread/i5y7s01cqydatwabvf4c,garlic bread,26
/content/khana/khana/rajma chawal/wecohxozbbloog63wzq4,rajma chawal,65
/content/khana/khana/pav bhaji/g4asw8d5wrvchhfcurvz,pav bhaji,59
/content/khana/khana/paneer pizza/ppc9ojuda7moh56wcysh,paneer pizza,54
/content/khana/khana/steamed momo/oiucnjixwj6qtkinhtu8,steamed momo,75
/content/khana/khana/masala papad/dwqsjmokro8vsx1bpheg,masala papad,42
/content/khana/khana/idli/uulgo8cidkcoc7kwdxkh,idli,34
/content/khana/khana/seekh kebab/1096e42797f950a444f9c90c91b49d23,seekh kebab,71
/content/khana/khana/idli/h1wmpzjpfvngwx8rb4vr,idli,34
/content/khana/khana/moong dal halwa/2cb5d312b69da298b40e7be19a32d990,moong dal halwa,46
/content/khana/khana/margherita pizza/masy4ektwpzqzmsgoqd5,margherita pizza,40
/content/khana/khana/samosa/385457cbfc9a5b0f3961dc86c8565a84,samosa,70
/content/khana/khana/gajar ka halwa/3bfd58184ef8789fad7e9bb89d4be081,gajar ka halwa,25
/content/khana/khana/biryani/c9t0cu7xnkzurbn81jpy,biryani,10
/content/khana/khana/samosa/ow3sddtlw2uxxjpd26rr,samosa,70
/content/khana/khana/garlic naan/5e793468ca96f21745266b942ed27924,garlic naan,27
/content/khana/khana/masala papad/ebed16c977c4feb1c70b236083491ed5,masala papad,42
/content/khana/khana/biryani/e7rqoffotru0jjeght9q,biryani,10
/content/khana/khana/set dosa/e832321732fbf14eb9b834589b3b7a1d,set dosa,72
/content/khana/khana/kulfi/bf287bcb726465a9f359ef7bfc3e29d6,kulfi,39
/content/khana/khana/margherita pizza/fa6ed1a71cbb152ee6400e808dd9f45b,margherita pizza,40
/content/khana/khana/idli/zlrbo8jmmyzormgbivnc,idli,34
/content/khana/khana/garlic naan/biovqrqexkvh4z5hv91h,garlic naan,27
/content/khana/khana/dabeli/hnmkcuzoyf1p9hzkx7g7,dabeli,20
/content/khana/khana/idli/kkljortpcniilsp5hahx,idli,34
/content/khana/khana/paniyaram/9b48d67c6ef9c260b4b68727a010ff6b,paniyaram,56
/content/khana/khana/masala dosa/nacg5gj2hg7ibcwuyicg,masala dosa,41
/content/khana/khana/thali/wuwuflh7m0a8nymnavsg,thali,76
/content/khana/khana/fish curry/bs6hsrjpndcmyw8gn9j6,fish curry,24
/content/khana/khana/aloo paratha/mj2frvnsygeib60srgdz,aloo paratha,3
/content/khana/khana/gulab jamun/sjffcel3j1mb5rr2kskg,gulab jamun,31
/content/khana/khana/paneer masala/sygftq2cz7h8z84jgg4t,paneer masala,53
/content/khana/khana/uttapam/828d8d07f694f03d2e2616aa1248a421,uttapam,78
/content/khana/khana/garlic naan/60f2913c632ff9fd9c21120288b836e9,garlic naan,27
/content/khana/khana/besan laddu/ad3ce103b8f62973b7ddd579edcdafd0,besan laddu,8
/content/khana/khana/pav bhaji/ishxvrse8siixb20nvme,pav bhaji,59
/content/khana/khana/seekh kebab/grhfzri45o3qu5xkuf6o,seekh kebab,71
/content/khana/khana/idli/qely2mmizsrdh9gax11c,idli,34
/content/khana/khana/paneer masala/igfjqqlq4msr3xs62cp1,paneer masala,53
/content/khana/khana/biryani/l5onrxhyr0zppbemwpl8,biryani,10
/content/khana/khana/poha/b8cebbdadb47bd39cc41b7acc0d36300,poha,62
/content/khana/khana/idli/ysqserb0vypsry7srwpn,idli,34
/content/khana/khana/biryani/mixbqg9m7ppsdoyzdqgb,biryani,10
/content/khana/khana/uttapam/gxvgdj68mf1zow7arxpn,uttapam,78
/content/khana/khana/pav bhaji/enxga8yfawvtxfsnmxcv,pav bhaji,59
/content/khana/khana/idiyappam/ba70fe31f4b511cadc896945aa96eaff,idiyappam,33
/content/khana/khana/uttapam/aoniwkatzwde2lwwptp8,uttapam,78
/content/khana/khana/pani puri/ll90p0ofj7zlzg447qrx,pani puri,55
/content/khana/khana/palak paneer/wpuos9wumqxzd5iqg24z,palak paneer,52
/content/khana/khana/poha/96be423d6b37868b3a1d7f7cde62b09a,poha,62
/content/khana/khana/seekh kebab/932cd24e9ec95c1530dbf6106bd262f0,seekh kebab,71
/content/khana/khana/paneer masala/tkyxf2dfogglzxn8iyhw,paneer masala,53
/content/khana/khana/gulab jamun/bsgngjqk3hmwgjauabcp,gulab jamun,31
/content/khana/khana/aloo paratha/xspljoeileu4he09lrz5,aloo paratha,3
/content/khana/khana/pav bhaji/zh5ei0azmiiumbg5p8z7,pav bhaji,59
/content/khana/khana/samosa/i8ktekwiq9nqffh5idbr,samosa,70
/content/khana/khana/samosa/99c2d5364bf1a11fd6dbda673a8beb54,samosa,70
/content/khana/khana/biryani/kheakejwokryu24mi9pv,biryani,10
/content/khana/khana/paneer pizza/lypesqkmf6mitm0xbmvh,paneer pizza,54
/content/khana/khana/fish curry/1644fd39a96c327b4d7f7d758b5cd009,fish curry,24
/content/khana/khana/chicken pizza/uk3zppzanuc7ayvivjli,chicken pizza,15
/content/khana/khana/masala dosa/85544dd06290abefd2c3481e92ecad65,masala dosa,41
/content/khana/khana/paneer masala/nzir1r5jivxh5zudlkli,paneer masala,53
/content/khana/khana/rava dosa/1348f0c70dbbe9b701755b9b322bfdaa,rava dosa,67
/content/khana/khana/kulfi/payqjnxlmqk6i2fmuhxu,kulfi,39
/content/khana/khana/garlic bread/69a1168485b0fd64da34096085debfc0,garlic bread,26
/content/khana/khana/chapati/suabuwjvtd9jzigy5g2l,chapati,14
/content/khana/khana/biryani/qflzjc5wjdowytoh85ks,biryani,10
/content/khana/khana/pav bhaji/gktowa7gol5ncljr5t1p,pav bhaji,59
/content/khana/khana/paneer masala/j1xypafo6j0dcolwlweh,paneer masala,53
/content/khana/khana/pav bhaji/vnxxcwl7hkltmiecwkax,pav bhaji,59
/content/khana/khana/gulab jamun/g4fi1tpltgigenice07g,gulab jamun,31
/content/khana/khana/pav bhaji/hcycpkksm0b4qughbuj3,pav bhaji,59
/content/khana/khana/samosa/kh3vo4ay9ocvzhbatqf7,samosa,70
/content/khana/khana/biryani/nt9ic6akepfvtlb5oczs,biryani,10
/content/khana/khana/falooda/g9ydo7wfqov2faiip55p,falooda,23
/content/khana/khana/garlic bread/jugmdv93to9abjr4t1vg,garlic bread,26
/content/khana/khana/patrode/jazyrggb3i3lsqjyfxvo,patrode,58
/content/khana/khana/aloo paratha/paw2vzrjc5nl9wfecwjv,aloo paratha,3
/content/khana/khana/paneer masala/cv73dpzjglouwcwao9zb,paneer masala,53
/content/khana/khana/margherita pizza/dllkynnilrhxap0j7cnr,margherita pizza,40
/content/khana/khana/pav bhaji/5278aa4564f265728bfff934662f74e5,pav bhaji,59
/content/khana/khana/rajma chawal/irccjcq2tgkfmvnavbre,rajma chawal,65
/content/khana/khana/samosa/a0c59586c174c875c186bd43304fdf77,samosa,70
/content/khana/khana/rasgulla/vxuqyqqrktt4nbrdxik0,rasgulla,66
/content/khana/khana/paneer pizza/jixlb15cwat7dn8ok5zc,paneer pizza,54
/content/khana/khana/palak paneer/fqpxea8elf6zldwy8xey,palak paneer,52
/content/khana/khana/thali/dfybjyvi9khegfghhlm8,thali,76
/content/khana/khana/grilled sandwich/mydgbzk8wwcfsnpk8cru,grilled sandwich,29
/content/khana/khana/grilled sandwich/fkdbniza2obrqajncz3s,grilled sandwich,29
/content/khana/khana/paneer pizza/9d4d7c43ff6cae36f0248768a72a6353,paneer pizza,54
/content/khana/khana/margherita pizza/i3xbmvt4eng7xcd3jfp6,margherita pizza,40
/content/khana/khana/idli/ttv7jslu4mnyf08cw8ha,idli,34
/content/khana/khana/thali/t8wdbaz1jmhzehpina8z,thali,76
/content/khana/khana/paneer masala/m3vrnxutrfmpg3iyy0sv,paneer masala,53
/content/khana/khana/kaju katli/77efbf31a62b4179cbb8373ce4c8cfe6,kaju katli,36
/content/khana/khana/chole bhature/obrh4okbrjyul7zd6lih,chole bhature,19
/content/khana/khana/biryani/fdd1f0c2d5c3422fee2899b5571c16a7,biryani,10
/content/khana/khana/pav bhaji/ysxrqe834tblbm4qv5mc,pav bhaji,59
/content/khana/khana/garlic naan/bf6e192aa8322d86b8f9155a35cd77ba,garlic naan,27
/content/khana/khana/grilled sandwich/74757c98208c8c573cdba5fe68c060da,grilled sandwich,29
/content/khana/khana/misal pav/pfua1mv79w8wfykapl49,misal pav,44
/content/khana/khana/masala papad/k1p1we01ictucfe1rbuw,masala papad,42
/content/khana/khana/set dosa/ucl6hoijucruqdfhb8qa,set dosa,72
/content/khana/khana/uttapam/6ad991d7ed201078a9346750c1ec84b3,uttapam,78
/content/khana/khana/grilled sandwich/qtfywue3safmzwuh5h7f,grilled sandwich,29
/content/khana/khana/chicken wings/lcxosjyvad2hshznupux,chicken wings,16
/content/khana/khana/chicken pizza/wumvizcbwlner0bisi8v,chicken pizza,15
/content/khana/khana/kulfi/aemyakms287uyrn7ru1m,kulfi,39
/content/khana/khana/palak paneer/f5889f82f3ed2d3d1b47e2266450631b,palak paneer,52
/content/khana/khana/kulfi/uxrrxdpm4vzdjk8mdmme,kulfi,39
/content/khana/khana/garlic bread/pbrj6r9wtweoxiykcs4z,garlic bread,26
/content/khana/khana/paneer masala/mlpk06kebzpaoq7xlpcl,paneer masala,53
/content/khana/khana/dabeli/nsdpqr3n1ramrsb9rqge,dabeli,20
/content/khana/khana/chapati/mm2k0bfwjbhgaudi3vyg,chapati,14
/content/khana/khana/steamed momo/hbwp6cpaylg8b2lbckam,steamed momo,75
/content/khana/khana/biryani/eojkho54ashqcvalyy9e,biryani,10
/content/khana/khana/biryani/32a4d6c5d9d938fa1609848b903a15b4,biryani,10
/content/khana/khana/paneer masala/b17mbnu6unowpqiafmsh,paneer masala,53
/content/khana/khana/chicken wings/e451b629f6a0c16236f3b02741422478,chicken wings,16
/content/khana/khana/idiyappam/zrpbxy8d5mjwe22whikd,idiyappam,33
/content/khana/khana/pav bhaji/ps6242uwhcplg9ia9xmo,pav bhaji,59
/content/khana/khana/rava dosa/mqybtcnjqfhpj2dazyfe,rava dosa,67
/content/khana/khana/kulfi/dcvsxzwbpryvheujsgz5,kulfi,39
/content/khana/khana/seekh kebab/puozhiwkesjofazmxzv1,seekh kebab,71
/content/khana/khana/banana chips/5601f199f862b5468c70971533384eca,banana chips,7
/content/khana/khana/paneer pizza/bbrzyqs8ooyzftcrzju7,paneer pizza,54
/content/khana/khana/seekh kebab/lzxrgo34gmneqzetwie9,seekh kebab,71
/content/khana/khana/masala papad/h224wxyme0qumisf4ecs,masala papad,42
/content/khana/khana/kulfi/ei7tqff4vfmbpjfmv9jw,kulfi,39
/content/khana/khana/kheer/3fe4d1ef1946acf2299ba2754c2f9205,kheer,38
/content/khana/khana/idli/kwrkypqsbkhe90tuhalj,idli,34
/content/khana/khana/chapati/bqfdc7bhhpcvyo6oaj79,chapati,14
/content/khana/khana/banana chips/58cd1baa3208fcdfff4785a75e666aaf,banana chips,7
/content/khana/khana/uttapam/dfznaaaxsayc42zdurk7,uttapam,78
